GID,symbol,name,length,phenotype,function
YOR002W,ALG6,Asparagine-Linked Glycosylation,1635,"Non-essential gene; null mutant has more than twice the wild-type levels of chitin, shows heat-sensitive respiratory growth, has elevated frequency of mitotic chromosome loss, and is sensitive to HU and nocodazole; in large-scale studies, the null mutant requires myo-inositol, displays rounded cell shape and decreased competitive fitness, and has altered sensitivity to a variety of chemicals
","Alpha-1,3-glucosyltransferase that transfers glucose from dolichyl phosphate glucose (Dol-P-Glc) to lipid-linked oligosaccharide Man(9)GlcNAc(2)-PP-Dol; involved in synthesis of oligosaccharide precursor for N-linked protein glycosylation; localizes in endoplasmic reticulum"
YIL014W,MNT3,MaNnosylTransferase,1893,,
YER001W,MNN1,MaNNosyltransferase,2289,,
YJR075W,HOC1,Homologous to OCh1,1191,,
YNR030W,ALG12,Asparagine-Linked Glycosylation,1656,"Non-essential gene; null mutation confers increased resistance to oxidative stress, Calcofluor White, Congo Red, and MMS; null mutant is sensitive to papulacandin B and tunicamycin; null mutant displays increased replicative lifespan, but the impact of caloric restriction is less than for wild type; in large-scale studies the null mutant shows altered sensitivity to a variety of chemicals and has enhanced competitive fitness
","Alpha-1,6-mannosyltransferase that transfers a mannose residue to an oligosaccharide; involved in protein glycosylation and the assembly of dolichol-linked oligosaccharides; localizes to the endoplasmic reticulum"
YGL011C,SCL1,Suppressor of Crl3 ts Lethality,759,"Essential gene; ts mutation causes chromosome instability and sensitivity to bleomycin and HU; in large-scale studies, repression causes decreased competitive fitness; mutations cause sensitivity to K28 killer toxin and resistance to cycloheximide; diploid heterozygous null mutant is sensitive to calmidazolium and is haploinsufficient
","Protein involved in proteasomal ubiquitin-dependent and independent protein degradation; subunit of proteasome core complex, alpha-subunit complex; localizes to mitochondrion in high-throughput studies"
YML092C,PRE8,PRoteinase yscE,753,,
YGR135W,PRE9,PRoteinase yscE,777,,
YOL038W,PRE6,PRoteinase yscE,765,,
YGR253C,PUP2,PUtative Proteasome subunit,783,"Essential gene; conditional (ts) mutants are sensitive to bleomycin and hydroxyurea, and show chromosome instability
",Subunit of 20S proteasome essential to pre-messenger RNA (mRNA) splicing; contributes to formation of catalytic spliceosome for second transesterification step
YMR314W,PRE5,PRoteinase yscE,705,"Essential gene; conditional (ts) mutants display chromosome instability, sensitivity to bleomycin and hydroxyurea; reduction of function leads to shortening of telomeres, abnormal mitochondrial morphology, and sensitivity to benomyl and MMS
",Protein involved in proteasomal ubiquitin-independent and ubiquitin-dependent protein degradation; localizes to alpha-subunit of proteasome core complex and proteasome storage granules
YOR362C,PRE10,PRoteinase yscE,867,"Essential gene; in a large-scale study conditional mutant shows increased chromosomal instability; heterozygous null mutant is sensitive to elevated temperatures
","Messenger RNA (mRNA) binding subunit of proteasome core complex, alpha-subunit complex involved in proteasomal ubiquitin-independent and ubiquitin-dependent protein degradation; localizes to nuclear outer membrane-endoplasmic reticulum membrane network, proteasome storage granules, nucleus, cytoplasm"
YBR115C,LYS2,LYSine requiring,4179,"Non-essential gene; null mutant requires lysine for growth and is sensitive to acetic acid; lys2-402 mutant is able to utilize alpha-aminoadipate as nitrogen source; in large-scale studies null mutant displays altered resistance to various chemicals
",L-aminoadipate-semialdehyde dehydrogenase involved in lysine biosynthesis; localizes to the cytoplasm
YOR322C,LDB19,Low Dye Binding,2457,,
YIL035C,CKA1,Casein Kinase Alpha subunit,1119,"Non-essential gene; null mutant is sensitive to cold and ionic stress, and shows lower transposition of Ty3 element; in systematic studies mutants display reduced competitive fitness and sensitivity to a variety of chemicals, including myriocin, geldanamycin, caffeine, cycloheximide, camptothecin, MMS, bleomycin, DMSO, tunicamycin",
YOR061W,CKA2,Casein Kinase Alpha' subunit,1020,"Non-essential gene; null mutation causes ionic stress sensitivity, increases resistance to benomyl and extends replicative lifespan; in systematic studies mutants show increased sensitivity to a variety of chemicals, including Calcofluor White, Congo Red, wortmannin, geldanamycin, nigericin, rapamycin, caspofungin, fluconazole, tunicamycin","Protein serine/threonine kinase subunit of the protein kinase CK2 complex, also a subunit of the UTP-C subcomplex of 90S preribosome; involved in regulation of transcription by RNA polymerases I and III, chronological cell aging, and cellular responses to osmotic stress and DNA damage; found in nearly every subcellular compartment"
YNL104C,LEU4,LEUcine biosynthesis,1860,,Alpha-isopropylmalate synthase involved in leucine biosynthesis; catalyzes the conversion of 2-keto-isovalerate to 2-isopropylmalate; localizes to both the cytoplasm and mitochondria
YOR108W,LEU9,LEUcine biosynthesis,1815,,Alpha-isopropylmalate synthase involved in leucine biosynthesis; catalyzes the conversion of 2-keto-isovalerate to 2-isopropylmalate; localizes to the mitochondria
YBL050W,SEC17,SECretory,995,,
YDR212W,TCP1,Tailless Complex Polypeptide,1680,,
YDL145C,COP1,COat Protein,3606,Essential gene; repression leads to mislocalization of multiple protein reporters; overexpression causes slow growth,
YFL022C,FRS2,phenylalanyl (F)-tRNA Synthetase,1512,,
YKL019W,RAM2,RAS protein and A-factor Maturation,951,,
YPL231W,FAS2,Fatty Acid Synthetase,5664,"Essential gene; null mutant is rescuable by fatty acid supplement; conditional mutations cause increased heat sensitivity; overexpression causes slow growth
","Subunit of cytoplasmic fatty acid synthase, contributes acyl-carrier, beta-ketoacyl reductase, beta-ketoacyl synthase and self-pantetheinylation activities; involved in long-chain fatty acid biosynthesis"
YGR240C,PFK1,PhosphoFructoKinase,2964,"Non-essential gene; reduction of function prevents growth under anaerobic conditions; null mutant is blocked in glycolysis and shows decreased rate of both respiratory and fermentative growth, increased resistance to caffeine and oxidative stress, lower survival in stationary phase and competitive fitness
","Subunit of the 6-phosphofructokinase complex; contributes to the ATP-dependent phosphorylation of fructose-6-phosphate to form fructose 1,6-bisphosphate; involved in glycolysis, proton transport and regulation of intracellular pH; localizes to the cytosol, the mitochondrion and the vacuolar membrane by colocalizing with the V-ATPase"
YOR142W,LSC1,Ligase of Succinyl-CoA,990,,
YKL007W,CAP1,CAPping,807,"Non-essential gene; null mutant is heat sensitive, and displays decreased competitive fitness on both fermentative and respiratory growth media; null mutant has abnormally large and round cells; null mutant displays a random budding pattern and an inability to properly localize bud-site selection proteins Bud8p and Rax2p to the growing bud tip; null mutant has an endocytosis defect; null mutant displays decreased nitrogen starvation-induced autophagy; null mutant displays increased survival following a ramped heat stimulus; heterozygous diploid null is haploinsufficient",
YBL099W,ATP1,ATP synthase,1638,"Non-essential gene; null mutant has a decreased growth rate on rich medium, a severe respiratory growth defect, a decreased ability to utilize various nitrogen sources, decreased competitive fitness on a variety of media and decreased starvation resistance; null mutant has a reduced cell size; null mutant displays a reduced survival rate in stationary phase and decreased glycogen accumulation; null mutant has a reduced chronological lifespan (CLS), while gain-of-function mutants have increased CLS; null mutant has an elevated dietary restriction-induced replicative lifespan extension; null mutant has decreased resistance to acid and alkaline pH, desiccation and innate thermotolerance
",Subunit of the catalytic core of the F1 sector of mitochondrial F1F0 ATP synthase; ATP synthase complex is localized to the mitochondrial inner membrane; Atp1p is also found in association with mitochondrial nucleoids
YHR024C,MAS2,Mitochondrial ASsembly,1449,,
YHR193C,EGD2,Enhancer of Gal4 DNA binding,525,,
YJL002C,OST1,OligoSaccharylTransferase,1431,"Essential gene; conditional (ts) mutations cause defects in protein glycosylation and secretion, slow growth, increased flocculation; overexpression leads to slow growth
",Oligosaccharide transferase involved in protein N-linked glycosylation via asparagine; localizes to oligosaccharyltransferase complex and to endoplasmic reticulum in high-throughput studies
YJR007W,SUI2,SUppressor of Initiator codon,915,,
YKR026C,GCN3,General Control Nonderepressible,918,"Non-essential gene; null mutant shows increased sensitivity to numerous drugs, decreased thermotolerance and reduced competitive fitness; homozygous diploid is auxotrophic for inositol; overexpression causes slow growth",Translation initiation factor that contributes to the exchange of guanyl nucleotides associated with GTPases; localizes to translation initiation factor 2B complex
YJL031C,BET4,Blocked Early in Transport,1071,"Essential gene; overexpression causes abnormalities in cell cycle progression and cell morphology; conditional (ts) mutants show increased chromosome instability
",
YML124C,TUB3,TUBulin,1636,,
YML085C,TUB1,TUBulin,1460,"Essential gene; heterozygous diploid null mutants are haploinsufficient and sensitive to heat, TOR inhibitor rapamycin, and actin polymerization inhibitor latrunculin A; conditional mutants have abnormal spindles at cold temperatures; overexpression interferes with the cell cycle and slows growth
","Tubulin complex subunit; involved in homologous chromosome segregation, mitotic sister chromatid segregation, and microtubule-mediated transport of the nucleus"
YNL148C,ALF1,ALpha tubulin Folding,765,"Non-essential gene; null mutant is sensitive to microtubule-binding drugs benomyl and nocodazole and displays slow growth and sensitivity to freezing and thawing; in systematic studies null mutants are also sensitive to caffeine, paromomycin, DTT, DMSO, tunicamycin, rapamycin, but resistant to wortmannin, and show decreased competitive fitness; null mutant forms large cells and abnormally elongated buds
",A microtubule and alpha-tubulin binding protein involved in post-chaperonin tubulin folding
YDR422C,SIP1,SNF1-Interacting Protein,2448,,
YMR027W,,,1413,,Protein phosphatase that localizes to the nucleus and cytoplasm in a large-scale study
YJR062C,NTA1,N-Terminal Amidase,1374,,
YDR046C,BAP3,Branched-chain Amino acid Permease,1815,"Non-essential gene; null mutant displays increased competitive fitness in minimal media; heterozygous diploid null is haploinsufficient; overexpression results in a decreased growth rate
",
YBR069C,TAT1,Tyrosine and tryptophan Amino acid Transporter,1860,,
YMR289W,ABZ2,para-AminoBenZoic acid (PABA) biosynthesis,1125,"Non-essential gene; in systematic studies, null mutant shows auxotrophies for para-aminobenzoic acid (PABA) and folic acid, and sensitivity to sulfanilamide; also shows reduced endocytosis and extended hibernating lifespan
",
YGL040C,HEM2,HEMe biosynthesis,1029,"Essential gene on standard rich medium due to heme auxotrophy; mutants lack ergosterol; in large-scale studies, repressing expression confers increased competitive fitness; heterozygous null diploid shows haploinsufficiency
",Porphobilinogen synthase involved in the biosynthesis of heme; catalyzes the asymmetric condensation and cyclization of two 5-aminolevulinate molecules into porphobilinogen; localizes to both the nucleus and the cytoplasm
